"DefaultSPUID","DefaultSpeciesTypeID","A","B","a_nonmerch","b_nonmerch","k_nonmerch","cap_nonmerch","a_sap","b_sap","k_sap","cap_sap","a1","a2","a3","b1","b2","b3","c1","c2","c3","min_volume","max_volume","low_stemwood_prop","high_stemwood_prop","low_stembark_prop","high_stembark_prop","low_branches_prop","high_branches_prop","low_foliage_prop","high_foliage_prop"
14,177,1.02,0.84,13.01,-1.07,0.95,2.52,0.00,0.00,1.00,1.00,-1.41,1.73e-04,-0.05,-1.57,-8.0e-05,-0.02,-1.91,-1.45e-03,-0.11,0.32,620.18,0.64,0.72,0.14,0.13,0.12,0.12,0.07,0.02
15,2,1.26,0.80,11.07,-1.01,0.93,2.31,0.00,0.00,1.00,1.00,-1.79,-7.9e-05,-0.02,-1.41,6.0e-05,-0.08,-0.90,-3.6e-04,-0.19,0.24,444.78,0.60,0.71,0.09,0.09,0.12,0.10,0.17,0.07
15,3,2.62,0.67,6.91,-0.82,0.88,2.80,0.00,0.00,1.00,1.00,-1.81,-2.36e-04,-0.02,-1.30,1.57e-03,-0.11,-1.84,-2.7e-04,-0.06,0.42,368.61,0.65,0.67,0.10,0.08,0.14,0.16,0.09,0.06
15,4,2.62,0.67,6.91,-0.82,0.88,2.80,0.00,0.00,1.00,1.00,-1.81,-2.36e-04,-0.02,-1.30,1.57e-03,-0.11,-1.84,-2.7e-04,-0.06,0.42,368.61,0.65,0.67,0.10,0.08,0.14,0.16,0.09,0.06
15,6,0.85,0.87,10.36,-1.09,0.96,2.53,0.00,0.00,1.00,1.00,-1.80,1.81e-04,-0.02,-1.56,-8.0e-05,-3.42e-03,-0.63,1.0e-03,-0.30,0.29,366.94,0.59,0.68,0.09,0.09,0.12,0.13,0.18,0.08
15,8,2.62,0.67,6.91,-0.82,0.88,2.80,0.00,0.00,1.00,1.00,-1.81,-2.36e-04,-0.02,-1.30,1.57e-03,-0.11,-1.84,-2.7e-04,-0.06,0.42,368.61,0.65,0.67,0.10,0.08,0.14,0.16,0.09,0.06
15,13,1.01,0.82,6.19,-0.88,0.94,2.11,0.00,0.00,1.00,1.00,-1.73,-6.4e-05,-0.02,-1.66,-2.3e-04,0.03,-0.70,5.6e-04,-0.34,1.23,835.86,0.61,0.70,0.10,0.09,0.12,0.13,0.16,0.05
15,14,1.48,0.76,8.59,-0.98,0.95,2.09,0.00,0.00,1.00,1.00,-2.01,1.98e-04,-0.05,-1.53,5.2e-04,-0.10,-1.67,-7.1e-04,-0.11,0.25,395.45,0.68,0.75,0.08,0.08,0.12,0.10,0.10,0.05
15,20,0.97,0.85,2.37,-0.58,0.89,1.57,0.00,0.00,1.00,1.00,-2.13,-4.59e-04,0.01,-1.20,-7.0e-05,-0.09,-0.55,9.3e-04,-0.34,8.59,506.80,0.62,0.72,0.07,0.07,0.14,0.11,0.14,0.07
15,22,0.97,0.85,2.37,-0.58,0.89,1.57,0.00,0.00,1.00,1.00,-2.13,-4.59e-04,0.01,-1.20,-7.0e-05,-0.09,-0.55,9.3e-04,-0.34,8.59,506.80,0.62,0.72,0.07,0.07,0.14,0.11,0.14,0.07
15,29,1.04,0.83,11.93,-0.95,0.88,2.41,0.00,0.00,1.00,1.00,-1.68,2.01e-04,-0.02,-1.56,3.9e-04,-0.01,-1.13,-5.7e-04,-0.14,0.28,411.81,0.61,0.66,0.10,0.11,0.12,0.14,0.15,0.07
15,37,1.13,0.83,4.14,-0.76,0.92,2.03,0.00,0.00,1.00,1.00,-1.38,4.55e-04,-0.10,-1.61,-3.3e-04,0.06,-1.20,3.7e-04,-0.25,2.43,577.77,0.62,0.66,0.12,0.11,0.14,0.16,0.11,0.04
15,44,1.10,0.83,11.41,-1.08,0.99,2.32,0.00,0.00,1.00,1.00,-1.86,1.96e-04,-0.06,-1.38,7.4e-04,-0.10,-1.60,-9.9e-04,-0.11,0.32,263.16,0.66,0.73,0.09,0.08,0.13,0.12,0.10,0.05
15,49,0.90,0.84,2.36,-0.41,0.68,1.81,0.00,0.00,1.00,1.00,-1.90,-2.24e-04,6.74e-03,-1.50,5.0e-05,0.01,-1.18,4.6e-04,-0.18,0.44,498.37,0.62,0.65,0.09,0.09,0.14,0.16,0.13,0.08
15,63,1.11,0.82,13.03,-1.07,0.95,2.52,0.00,0.00,1.00,1.00,-1.40,2.45e-04,-0.05,-1.59,-1.9e-04,-0.01,-1.90,-1.34e-03,-0.12,0.32,576.63,0.64,0.71,0.14,0.14,0.12,0.11,0.07,0.02
15,65,0.96,0.86,6.28,-0.82,0.90,2.58,0.00,0.00,1.00,1.00,-1.23,-1.1e-05,-0.09,-1.36,2.0e-04,-0.05,-2.58,-1.52e-03,-0.01,1.11,620.18,0.64,0.72,0.15,0.11,0.14,0.14,0.04,0.01
15,67,0.96,0.86,6.28,-0.82,0.90,2.58,0.00,0.00,1.00,1.00,-1.23,-1.1e-05,-0.09,-1.36,2.0e-04,-0.05,-2.58,-1.52e-03,-0.01,1.11,620.18,0.64,0.72,0.15,0.11,0.14,0.14,0.04,0.01
15,68,0.95,0.86,25.76,-1.22,0.96,2.36,0.00,0.00,1.00,1.00,-1.04,3.62e-04,-0.12,-2.02,-5.0e-04,0.08,-1.78,-1.07e-03,-0.18,3.61,558.18,0.64,0.71,0.17,0.13,0.10,0.12,0.07,0.02
15,74,1.06,0.85,12.64,-1.19,0.97,1.87,0.00,0.00,1.00,1.00,-1.89,-1.7e-04,7.2e-04,-0.96,7.0e-04,-0.03,-1.97,-4.8e-04,-0.14,0.53,425.88,0.61,0.62,0.09,0.08,0.22,0.25,0.06,0.03
15,76,1.30,0.81,10.95,-1.03,0.94,2.19,0.00,0.00,1.00,1.00,-1.80,1.13e-04,-4.92e-03,-1.64,-2.5e-04,0.03,-1.95,-1.13e-03,-0.08,0.36,423.37,0.67,0.69,0.10,0.11,0.13,0.14,0.08,0.03
15,77,1.21,0.87,10.95,-1.03,0.94,2.19,0.00,0.00,1.00,1.00,-1.80,5.9e-05,-7.79e-03,-2.29,-5.41e-03,0.19,-3.34,-8.55e-03,0.24,1.57,83.62,0.73,0.73,0.11,0.11,0.10,0.11,0.04,0.03
15,82,1.26,0.84,11.61,-0.98,0.93,2.72,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
15,86,1.20,0.83,5.64,-0.85,0.93,1.87,0.00,0.00,1.00,1.00,-1.85,-3.37e-04,-6.49e-03,-1.50,2.0e-05,0.03,-2.14,-1.2e-03,-0.07,0.48,362.28,0.66,0.68,0.10,0.09,0.15,0.18,0.06,0.03
15,87,1.26,0.84,11.61,-0.98,0.93,2.72,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
15,91,0.61,0.98,8.20,-0.93,0.94,2.17,0.00,0.00,1.00,1.00,-1.86,-4.253e-03,0.03,-0.81,5.1e-03,-0.20,-3.52,-0.01,0.39,0.95,45.70,0.65,0.67,0.10,0.10,0.20,0.16,0.03,0.05
15,94,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
15,96,2.42,0.71,1.25,-0.04,0.00,1.08,0.00,0.00,1.00,1.00,-1.14,1.638e-03,-0.21,-0.55,3.0e-03,-0.21,-0.98,5.57e-03,-0.55,32.49,205.77,0.66,0.64,0.10,0.09,0.19,0.22,0.03,0.03
15,101,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.16,-2.33e-04,-0.16,2.08,7.59e-03,-0.81,2.06,3.93e-03,-1.09,105.21,278.28,0.63,0.55,0.08,0.06,0.23,0.35,0.04,0.02
15,103,2.05,0.79,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-4.09,-0.07,0.94,-5.82,-0.13,2.17,5.85,0.31,-4.82,1.99,25.30,0.76,0.77,0.06,0.05,0.11,0.11,0.04,0.06
15,106,1.05,0.91,8.73,-0.79,0.82,2.34,0.00,0.00,1.00,1.00,-1.74,-7.94e-04,-0.01,-1.51,2.13e-03,0.01,-2.41,-9.9e-04,-0.03,0.28,187.48,0.67,0.64,0.11,0.08,0.15,0.22,0.05,0.03
15,108,1.24,0.84,8.80,-0.90,0.91,2.28,0.00,0.00,1.00,1.00,-2.20,-4.75e-04,-5.11e-03,-1.44,-1.6e-04,0.06,-2.37,-5.2e-04,-0.16,1.64,496.33,0.69,0.69,0.07,0.05,0.18,0.22,0.04,0.01
15,110,1.15,0.87,3.16,-0.60,0.86,1.58,0.00,0.00,1.00,1.00,-1.13,5.3e-04,-0.19,-2.46,-1.09e-03,0.29,-1.96,-1.9e-04,-0.20,8.80,377.20,0.68,0.66,0.13,0.08,0.12,0.22,0.05,0.02
15,111,1.15,0.87,3.16,-0.60,0.86,1.58,0.00,0.00,1.00,1.00,-1.13,5.3e-04,-0.19,-2.46,-1.09e-03,0.29,-1.96,-1.9e-04,-0.20,8.80,377.20,0.68,0.66,0.13,0.08,0.12,0.22,0.05,0.02
15,113,1.15,0.87,3.16,-0.60,0.86,1.58,0.00,0.00,1.00,1.00,-1.13,5.3e-04,-0.19,-2.46,-1.09e-03,0.29,-1.96,-1.9e-04,-0.20,8.80,377.20,0.68,0.66,0.13,0.08,0.12,0.22,0.05,0.02
15,117,1.15,0.87,3.16,-0.60,0.86,1.58,0.00,0.00,1.00,1.00,-1.13,5.3e-04,-0.19,-2.46,-1.09e-03,0.29,-1.96,-1.9e-04,-0.20,8.80,377.20,0.68,0.66,0.13,0.08,0.12,0.22,0.05,0.02
15,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
15,123,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
15,124,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
15,131,0.57,1.02,7.05,-0.75,0.84,2.38,0.00,0.00,1.00,1.00,-1.89,-1.71e-04,-9.75e-03,-1.67,1.94e-03,0.01,-3.58,-6.03e-03,0.28,1.67,240.92,0.72,0.67,0.10,0.09,0.13,0.21,0.03,0.02
15,132,3.97,0.61,100.00,-1.72,1.03,1.99,0.00,0.00,1.00,1.00,-3.97,-5.974e-03,0.49,-1.90,9.8e-04,0.08,-1.75,2.17e-03,-0.17,0.43,117.78,0.74,0.69,0.03,0.06,0.12,0.17,0.09,0.06
15,136,0.80,0.89,8.32,-1.17,1.00,2.21,0.00,0.00,1.00,1.00,-1.22,4.86e-04,-0.13,-1.61,-3.7e-04,0.06,-2.41,-1.07e-03,-0.09,5.91,463.34,0.65,0.69,0.14,0.11,0.15,0.17,0.04,0.02
15,145,0.88,0.90,2.31,-0.28,0.39,1.72,0.00,0.00,1.00,1.00,-1.91,-8.58e-04,0.02,-1.92,-5.1e-04,0.16,-3.00,-2.88e-03,0.06,11.31,296.21,0.69,0.67,0.10,0.08,0.15,0.21,0.03,0.02
15,146,1.23,0.81,11.97,-1.08,0.95,2.54,0.00,0.00,1.00,1.00,-1.75,-6.47e-04,-6.81e-03,-2.14,-7.1e-04,0.12,-2.95,-1.46e-03,0.04,2.08,384.37,0.72,0.73,0.12,0.09,0.10,0.13,0.04,0.02
15,147,1.23,0.81,11.97,-1.08,0.95,2.54,0.00,0.00,1.00,1.00,-1.75,-6.47e-04,-6.81e-03,-2.14,-7.1e-04,0.12,-2.95,-1.46e-03,0.04,2.08,384.37,0.72,0.73,0.12,0.09,0.10,0.13,0.04,0.02
15,153,2.91,0.64,33.32,-1.52,1.05,1.91,0.00,0.00,1.00,1.00,-1.29,4.17e-04,-0.06,-1.62,-1.0e-03,4.88e-03,-2.40,-3.53e-03,-0.01,0.35,121.39,0.65,0.69,0.16,0.14,0.12,0.12,0.05,0.03
15,168,3.50,0.69,5.55,-0.78,0.84,1.80,0.00,0.00,1.00,1.00,-3.64,-1.001e-03,0.31,-1.73,3.29e-03,-0.03,-2.69,-5.9e-03,0.23,0.47,139.09,0.76,0.69,0.03,0.07,0.12,0.16,0.07,0.06
15,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,177,1.02,0.84,13.01,-1.07,0.95,2.52,0.00,0.00,1.00,1.00,-1.41,1.73e-04,-0.05,-1.57,-8.0e-05,-0.02,-1.91,-1.45e-03,-0.11,0.32,620.18,0.64,0.72,0.14,0.13,0.12,0.12,0.07,0.02
16,2,0.75,0.92,7.23,-0.93,0.93,2.50,0.00,0.00,1.00,1.00,-1.51,2.45e-04,-0.09,-1.04,-3.0e-04,-0.17,-0.14,-1.54e-03,-0.32,0.18,375.34,0.51,0.75,0.09,0.10,0.13,0.08,0.25,0.05
16,6,0.91,0.85,5.18,-0.53,0.48,2.74,0.00,0.00,1.00,1.00,-1.39,-1.18e-04,-0.11,-1.10,-3.5e-04,-0.10,0.85,1.3e-03,-0.61,0.71,273.02,0.43,0.71,0.08,0.09,0.11,0.11,0.35,0.07
16,13,0.61,0.91,5.26,-1.23,1.00,1.08,0.00,0.00,1.00,1.00,-1.06,1.39e-04,-0.15,0.25,6.6e-04,-0.36,0.18,4.9e-04,-0.49,65.92,789.03,0.61,0.71,0.11,0.09,0.17,0.13,0.09,0.04
16,14,0.84,0.89,13.84,-1.08,0.93,3.15,0.00,0.00,1.00,1.00,-1.60,3.16e-04,-0.14,-1.37,-2.3e-04,-0.14,-0.87,-1.05e-03,-0.27,0.22,384.87,0.61,0.80,0.09,0.07,0.12,0.08,0.16,0.04
16,20,0.44,0.99,2.89,-0.70,0.92,2.13,0.00,0.00,1.00,1.00,-1.50,-7.4e-04,-0.09,-0.90,-9.0e-05,-0.18,0.51,7.0e-05,-0.49,1.01,697.20,0.46,0.79,0.08,0.05,0.13,0.09,0.31,0.05
16,29,0.56,0.95,3.51,-0.58,0.76,3.26,0.00,0.00,1.00,1.00,-1.56,7.08e-04,-0.06,-0.84,-1.8e-04,-0.18,0.52,-5.6e-04,-0.49,0.32,235.17,0.44,0.70,0.08,0.12,0.14,0.10,0.32,0.06
16,37,1.05,0.86,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.38,4.55e-04,-0.10,-1.61,-3.3e-04,0.06,-1.20,3.7e-04,-0.25,2.43,577.77,0.62,0.66,0.12,0.11,0.14,0.16,0.11,0.04
16,44,1.10,0.83,11.41,-1.08,0.99,2.32,0.00,0.00,1.00,1.00,-1.86,1.96e-04,-0.06,-1.38,7.4e-04,-0.10,-1.60,-9.9e-04,-0.11,0.32,263.16,0.66,0.73,0.09,0.08,0.13,0.12,0.10,0.05
16,49,0.60,0.90,2.36,-0.41,0.68,1.81,0.00,0.00,1.00,1.00,-1.82,-2.54e-04,-0.01,-0.41,-1.6e-04,-0.18,-0.23,-2.2e-04,-0.30,1.81,552.36,0.48,0.70,0.07,0.09,0.22,0.13,0.21,0.07
16,62,0.64,0.93,18.29,-1.17,0.94,4.34,0.00,0.00,1.00,1.00,-1.43,1.08e-04,-0.04,-1.23,-6.0e-05,-0.11,-0.44,-1.61e-03,-0.39,0.30,571.15,0.55,0.74,0.12,0.14,0.13,0.09,0.18,0.01
16,63,0.64,0.93,18.29,-1.17,0.94,4.34,0.00,0.00,1.00,1.00,-1.43,1.08e-04,-0.04,-1.23,-6.0e-05,-0.11,-0.44,-1.61e-03,-0.39,0.30,571.15,0.55,0.74,0.12,0.14,0.13,0.09,0.18,0.01
16,65,0.48,0.97,6.28,-0.82,0.90,2.58,0.00,0.00,1.00,1.00,-0.86,9.01e-04,-0.21,0.89,1.15e-03,-0.51,-0.70,-2.1e-04,-0.49,140.85,422.01,0.70,0.73,0.11,0.11,0.15,0.12,0.02,0.01
16,68,0.64,0.93,18.29,-1.17,0.94,4.34,0.00,0.00,1.00,1.00,-1.04,3.62e-04,-0.12,-2.02,-5.0e-04,0.08,-1.78,-1.07e-03,-0.18,3.61,558.18,0.64,0.71,0.17,0.13,0.10,0.12,0.07,0.02
16,76,0.89,0.90,3.40,-0.60,0.80,2.22,0.00,0.00,1.00,1.00,-1.73,-3.13e-04,-2.56e-03,-1.32,4.5e-04,-0.07,-0.46,3.1e-04,-0.42,0.29,299.60,0.58,0.70,0.10,0.11,0.13,0.13,0.17,0.04
16,81,1.09,0.88,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
16,82,1.20,0.87,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
16,86,0.69,0.96,1.20,-0.03,0.00,1.11,0.00,0.00,1.00,1.00,-1.85,-3.37e-04,-6.49e-03,-1.50,2.0e-05,0.03,-2.14,-1.2e-03,-0.07,0.48,362.28,0.66,0.68,0.10,0.09,0.15,0.18,0.06,0.03
16,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,178,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
16,179,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
16,191,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
17,2,0.75,0.92,7.23,-0.93,0.93,2.50,0.00,0.00,1.00,1.00,-1.51,2.45e-04,-0.09,-1.04,-3.0e-04,-0.17,-0.14,-1.54e-03,-0.32,0.18,375.34,0.51,0.75,0.09,0.10,0.13,0.08,0.25,0.05
17,6,0.91,0.85,5.18,-0.53,0.48,2.74,0.00,0.00,1.00,1.00,-1.39,-1.18e-04,-0.11,-1.10,-3.5e-04,-0.10,0.85,1.3e-03,-0.61,0.71,273.02,0.43,0.71,0.08,0.09,0.11,0.11,0.35,0.07
17,13,0.61,0.91,5.26,-1.23,1.00,1.08,0.00,0.00,1.00,1.00,-1.06,1.39e-04,-0.15,0.25,6.6e-04,-0.36,0.18,4.9e-04,-0.49,65.92,789.03,0.61,0.71,0.11,0.09,0.17,0.13,0.09,0.04
17,14,0.84,0.89,13.84,-1.08,0.93,3.15,0.00,0.00,1.00,1.00,-1.60,3.16e-04,-0.14,-1.37,-2.3e-04,-0.14,-0.87,-1.05e-03,-0.27,0.22,384.87,0.61,0.80,0.09,0.07,0.12,0.08,0.16,0.04
17,20,0.44,0.99,2.89,-0.70,0.92,2.13,0.00,0.00,1.00,1.00,-1.50,-7.4e-04,-0.09,-0.90,-9.0e-05,-0.18,0.51,7.0e-05,-0.49,1.01,697.20,0.46,0.79,0.08,0.05,0.13,0.09,0.31,0.05
17,29,0.56,0.95,3.51,-0.58,0.76,3.26,0.00,0.00,1.00,1.00,-1.56,7.08e-04,-0.06,-0.84,-1.8e-04,-0.18,0.52,-5.6e-04,-0.49,0.32,235.17,0.44,0.70,0.08,0.12,0.14,0.10,0.32,0.06
17,37,1.05,0.86,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.45,4.43e-04,-0.09,-1.36,-2.3e-04,7.28e-03,-1.57,-6.0e-05,-0.14,1.76,460.50,0.62,0.67,0.12,0.11,0.16,0.16,0.09,0.05
17,44,0.99,0.87,9.69,-0.84,0.84,3.27,0.00,0.00,1.00,1.00,-2.04,-1.117e-03,0.01,-2.53,-2.17e-03,0.18,-1.83,4.3e-04,-0.12,2.17,263.76,0.72,0.75,0.09,0.07,0.08,0.09,0.09,0.06
17,49,0.60,0.90,2.36,-0.41,0.68,1.81,0.00,0.00,1.00,1.00,-1.82,-2.54e-04,-0.01,-0.41,-1.6e-04,-0.18,-0.23,-2.2e-04,-0.30,1.81,552.36,0.48,0.70,0.07,0.09,0.22,0.13,0.21,0.07
17,62,0.64,0.93,18.29,-1.17,0.94,4.34,0.00,0.00,1.00,1.00,-1.43,1.08e-04,-0.04,-1.23,-6.0e-05,-0.11,-0.44,-1.61e-03,-0.39,0.30,571.15,0.55,0.74,0.12,0.14,0.13,0.09,0.18,0.01
17,76,0.89,0.90,3.40,-0.60,0.80,2.22,0.00,0.00,1.00,1.00,-1.73,-3.13e-04,-2.56e-03,-1.32,4.5e-04,-0.07,-0.46,3.1e-04,-0.42,0.29,299.60,0.58,0.70,0.10,0.11,0.13,0.13,0.17,0.04
17,81,1.20,0.87,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.60,-5.32e-04,-0.06,-1.18,4.1e-04,-0.02,-1.31,-3.3e-04,-0.37,1.86,524.08,0.62,0.69,0.11,0.06,0.18,0.22,0.08,0.01
17,82,1.20,0.87,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.60,-5.32e-04,-0.06,-1.18,4.1e-04,-0.02,-1.31,-3.3e-04,-0.37,1.86,524.08,0.62,0.69,0.11,0.06,0.18,0.22,0.08,0.01
17,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,178,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.79,-8.07e-04,-0.01,-1.47,4.9e-04,0.02,-2.71,-2.88e-03,0.04,0.48,594.07,0.68,0.68,0.11,0.06,0.16,0.23,0.04,0.01
17,179,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.79,-8.07e-04,-0.01,-1.47,4.9e-04,0.02,-2.71,-2.88e-03,0.04,0.48,594.07,0.68,0.68,0.11,0.06,0.16,0.23,0.04,0.01
17,191,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.79,-8.07e-04,-0.01,-1.47,4.9e-04,0.02,-2.71,-2.88e-03,0.04,0.48,594.07,0.68,0.68,0.11,0.06,0.16,0.23,0.04,0.01
18,2,0.75,0.92,7.23,-0.93,0.93,2.50,0.00,0.00,1.00,1.00,-1.51,2.45e-04,-0.09,-1.04,-3.0e-04,-0.17,-0.14,-1.54e-03,-0.32,0.18,375.34,0.51,0.75,0.09,0.10,0.13,0.08,0.25,0.05
18,6,0.91,0.85,5.18,-0.53,0.48,2.74,0.00,0.00,1.00,1.00,-1.39,-1.18e-04,-0.11,-1.10,-3.5e-04,-0.10,0.85,1.3e-03,-0.61,0.71,273.02,0.43,0.71,0.08,0.09,0.11,0.11,0.35,0.07
18,13,0.61,0.91,5.26,-1.23,1.00,1.08,0.00,0.00,1.00,1.00,-1.06,1.39e-04,-0.15,0.25,6.6e-04,-0.36,0.18,4.9e-04,-0.49,65.92,789.03,0.61,0.71,0.11,0.09,0.17,0.13,0.09,0.04
18,14,0.84,0.89,13.84,-1.08,0.93,3.15,0.00,0.00,1.00,1.00,-1.60,3.16e-04,-0.14,-1.37,-2.3e-04,-0.14,-0.87,-1.05e-03,-0.27,0.22,384.87,0.61,0.80,0.09,0.07,0.12,0.08,0.16,0.04
18,20,0.44,0.99,2.89,-0.70,0.92,2.13,0.00,0.00,1.00,1.00,-1.50,-7.4e-04,-0.09,-0.90,-9.0e-05,-0.18,0.51,7.0e-05,-0.49,1.01,697.20,0.46,0.79,0.08,0.05,0.13,0.09,0.31,0.05
18,29,0.56,0.95,3.51,-0.58,0.76,3.26,0.00,0.00,1.00,1.00,-1.56,7.08e-04,-0.06,-0.84,-1.8e-04,-0.18,0.52,-5.6e-04,-0.49,0.32,235.17,0.44,0.70,0.08,0.12,0.14,0.10,0.32,0.06
18,44,1.10,0.83,11.41,-1.08,0.99,2.32,0.00,0.00,1.00,1.00,-1.86,1.96e-04,-0.06,-1.38,7.4e-04,-0.10,-1.60,-9.9e-04,-0.11,0.32,263.16,0.66,0.73,0.09,0.08,0.13,0.12,0.10,0.05
18,49,0.60,0.90,2.36,-0.41,0.68,1.81,0.00,0.00,1.00,1.00,-1.82,-2.54e-04,-0.01,-0.41,-1.6e-04,-0.18,-0.23,-2.2e-04,-0.30,1.81,552.36,0.48,0.70,0.07,0.09,0.22,0.13,0.21,0.07
18,62,0.64,0.93,18.29,-1.17,0.94,4.34,0.00,0.00,1.00,1.00,-1.43,1.08e-04,-0.04,-1.23,-6.0e-05,-0.11,-0.44,-1.61e-03,-0.39,0.30,571.15,0.55,0.74,0.12,0.14,0.13,0.09,0.18,0.01
18,76,0.89,0.90,3.40,-0.60,0.80,2.22,0.00,0.00,1.00,1.00,-1.73,-3.13e-04,-2.56e-03,-1.32,4.5e-04,-0.07,-0.46,3.1e-04,-0.42,0.29,299.60,0.58,0.70,0.10,0.11,0.13,0.13,0.17,0.04
18,81,1.09,0.88,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
18,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,178,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
18,179,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
